SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
504058,NIPPOBATRY  ,B ,Q,833.00,854.45,831.00,834.90,845.00,833.00,35,297,250002.00,
504067,ZENSAR TECH.,B ,Q,878.00,909.00,875.00,898.45,898.45,881.40,103,4890,4341731.00,
504076,JYOTI LTD.  ,X ,Q,64.70,67.90,64.70,66.35,66.40,64.70,82,214115,14510318.00,
504080,JSL LTD.    ,XT,Q,110.00,110.00,100.00,110.00,110.00,105.00,7,435,43885.00,
504084,KAYCEE IND  ,X ,Q,8500.00,8500.00,8500.00,8500.00,8500.00,8540.00,2,61,518500.00,
504092,INDOKEM LTD.,X ,Q,21.15,23.20,20.30,20.75,20.75,21.80,82,44332,943902.00,
504093,PANA ENERG  ,X ,Q,353.50,366.80,353.50,363.65,364.00,362.65,74,4820,1746563.00,
504112,NELCO LTD.  ,B ,Q,160.95,165.05,157.00,158.50,158.50,161.45,1233,88457,14296378.00,
504132,PERM MAGNETS,X ,Q,83.90,87.95,79.80,82.05,83.40,83.90,55,4626,385876.00,
504176,HIGH ENERGY ,X ,Q,446.00,459.85,425.15,450.00,450.00,441.55,17,783,350514.00,
504212,UNIV.CABLE  ,B ,Q,127.30,130.90,127.30,128.20,128.50,129.20,109,6769,873184.00,
504220,W.S.INDUSTR.,B ,Q,5.70,6.04,5.70,5.94,5.70,5.70,6,851,5020.00,
504240,DELTON CABLE,X ,Q,25.95,25.95,25.95,25.95,25.95,25.00,1,1,25.00,
504258,LAKSHMI ELEC,X ,Q,596.05,618.40,596.05,611.85,610.00,611.70,52,2431,1489135.00,
504286,DELTA MAG   ,T ,Q,58.00,58.00,58.00,58.00,58.00,57.10,6,500,29000.00,
504341,RELTD       ,X ,Q,36.00,36.00,36.00,36.00,36.00,36.00,8,400,14400.00,
504369,GRANDMA TRAD,XT,Q,4.28,4.28,4.28,4.28,4.28,4.33,1,5,21.00,
504378,NYSSACORP   ,X ,Q,1.51,1.63,1.51,1.63,1.63,1.56,21,126334,200824.00,
504392,KRISHNA VEN ,XT,Q,67.85,68.10,67.85,68.10,68.10,68.00,2,3,203.00,
504605,UNI ABEX    ,ST,Q,630.00,657.75,630.00,639.95,640.00,626.45,10,385,250997.00,
504614,SARDA ENMIN ,B ,Q,461.00,483.00,451.10,475.40,475.40,463.55,486,14025,6605184.00,
504646,BHAGWATI AUT,X ,Q,116.50,123.95,115.95,118.70,115.95,118.30,47,1952,236298.00,
504673,UNIV.PRIME  ,XT,Q,2.73,2.73,2.73,2.73,2.73,2.60,3,2600,7098.00,
504701,GONTER PEIP ,XT,Q,7.11,7.11,7.11,7.11,7.11,7.11,2,100,711.00,
504713,HIND.WIR LTD,X ,Q,48.05,48.05,48.05,48.05,48.05,45.80,1,12160,584288.00,
504731,I BRIGHT ST ,XT,Q,18.50,18.50,18.50,18.50,18.50,18.35,2,17,314.00,
504741,IND.HUME PIP,B ,Q,344.00,346.00,334.10,335.50,334.60,344.95,123,3676,1245690.00,
504786,INVEST &PREC,X ,Q,410.10,419.00,396.00,399.00,408.00,415.60,41,5427,2200833.00,
504840,KAIRA CAN CO,XT,Q,1200.00,1209.00,1200.00,1209.00,1209.00,1188.00,2,50,60360.00,
504879,ORIENT ABRAS,B ,Q,36.40,36.90,35.75,36.00,36.00,36.70,46,7209,261351.00,
504903,RATHI ST    ,XT,Q,2.39,2.39,2.39,2.39,2.39,2.51,4,532,1271.00,
504908,DUNCANENG   ,X ,Q,69.35,69.35,69.35,69.35,69.35,72.95,10,390,27046.00,
504918,SANDUR MANG.,X ,Q,1060.00,1084.00,1030.00,1069.45,1065.50,1057.30,221,3433,3648810.00,
504959,STOVAC IND. ,X ,Q,3079.00,3079.00,3000.00,3000.05,3000.05,3008.85,35,828,2484551.00,
504961,TATA YODOGAW,XT,Q,61.00,64.00,60.55,61.75,60.60,63.00,21,1848,113336.00,
504966,TINPLATE    ,B ,Q,204.00,206.50,200.20,203.90,203.90,206.45,1923,195151,39848148.00,
504973,TIFHL       ,A ,Q,663.20,670.00,660.00,660.35,660.00,664.30,23,388,257833.00,
504988,WELCAST     ,X ,Q,885.00,885.00,820.15,849.80,849.80,845.00,12,96,79856.00,
505010,AUTO AXLES  ,B ,Q,1480.00,1500.00,1474.00,1488.50,1499.90,1504.00,90,802,1193756.00,
505029,ATLAS CYCLES,T ,Q,173.85,174.40,167.25,171.00,171.00,169.70,34,928,157749.00,
505036,AUTO COR.GOA,X ,Q,1123.10,1189.85,1123.10,1126.20,1125.20,1154.15,73,1017,1168874.00,
505075,SETCO AUTO  ,B ,Q,54.00,54.70,52.50,52.70,52.70,53.90,419,69583,3722188.00,
505141,SCOOTERS IND,T ,Q,55.65,55.65,55.65,55.65,55.65,53.00,9,1413,78633.00,
505160,TALBROS AUTO,B ,Q,268.00,278.00,268.00,269.80,268.35,269.05,145,6291,1708826.00,
505163,ZF STEERING ,B ,Q,1052.00,1065.00,1041.00,1043.35,1043.35,1052.85,281,9668,10124964.00,
505192,SMLISUZU    ,B ,Q,752.20,783.00,740.90,751.95,753.50,759.85,175,2570,1940455.00,
505196,TIL LTD.    ,B ,Q,435.75,450.00,433.00,442.30,442.30,443.20,113,1301,574925.00,
505200,EICHER MOTOR,A ,Q,27450.00,28341.30,27337.95,28286.40,28317.45,27421.25,952,2114,59402715.00,
505212,JAINEX      ,XT,Q,58.25,58.25,58.25,58.25,58.25,58.25,1,10,582.00,
505216,ALFRED HERB ,XT,Q,950.00,955.00,910.15,916.10,910.15,933.75,7,56,53125.00,
505230,CIMMCO      ,B ,Q,87.00,89.45,83.55,88.85,88.85,87.25,30,2274,198041.00,
505232,VELJAN      ,X ,Q,966.10,1000.00,966.00,983.50,980.00,1009.00,12,120,118144.00,
505242,DYNAMAT.TECH,B ,Q,1690.00,1735.00,1686.00,1730.00,1730.00,1725.00,54,1426,2422557.00,
505250,G.G.DANDEKAR,X ,Q,71.90,73.35,71.90,73.35,73.35,70.00,11,707,50976.00,
505255,GMM PFAUDLER,B ,Q,690.00,710.00,680.00,696.70,696.70,690.30,77,3270,2284523.00,
505283,KIRLOSAR PN ,B ,Q,850.00,850.00,790.00,794.00,790.00,840.20,228,5984,4806430.00,
505299,KULK-POWER  ,X ,Q,59.45,59.50,56.55,59.50,59.50,59.45,8,605,34601.00,
505302,LAXMI AUTOLM,XT,Q,68.40,68.40,68.40,68.40,68.40,65.15,4,496,33926.00,
505324,MANUGRAPH IN,B ,Q,45.50,46.70,45.05,45.85,45.85,45.40,93,11806,543871.00,
505343,MONOTYPE IND,X ,Q,2.20,2.20,2.20,2.20,2.20,2.20,3,1100,2420.00,
505355,NESCO LTD   ,B ,Q,552.00,552.30,540.60,544.00,543.50,548.15,192,4238,2313658.00,
505358,INTEGRA ENG ,X ,Q,52.10,54.90,51.30,53.05,53.00,53.05,53,40417,2138427.00,
505368,REVATHI EQU.,B ,Q,575.00,575.00,558.35,566.10,566.10,580.00,11,320,182998.00,
505400,TEXINFRA    ,B ,Q,60.60,61.90,60.60,61.15,61.00,61.15,71,5975,365611.00,
505412,WENDT(INDIA),B ,Q,2515.15,2537.70,2460.00,2470.10,2470.10,2548.10,27,1676,4190055.00,
505502,PSITINFRA   ,X ,Q,52.70,53.30,52.20,52.70,52.40,52.80,66,117586,6230943.00,
505509,RESPON IND  ,B ,Q,38.20,39.85,37.60,39.10,38.60,39.45,42,3620,141940.00,
505526,DOLAT INV.  ,X ,Q,10.64,10.64,10.64,10.64,10.64,10.64,6,6555,69745.00,
505533,WESTLIFE DEV,B ,Q,307.70,314.90,300.00,304.35,304.35,307.70,4004,63419,19350087.00,
505537,ZEE ENTER   ,A ,Q,566.95,576.20,561.00,573.00,573.00,565.10,2078,338642,190630067.00,
505590,SVPGLOB     ,X ,Q,363.00,380.00,356.00,359.25,359.95,358.75,59,9046,3249815.00,
505650,SKYL MILLAR ,XT,Q,3.28,3.35,3.28,3.28,3.28,3.45,12,6850,22747.00,
505665,ANTIF BEARNG,X ,Q,420.00,426.00,416.00,418.85,418.75,419.90,30,299,125617.00,
505681,BIMETAL BEAR,X ,Q,578.00,578.00,550.00,558.05,560.00,562.80,12,156,87387.00,
505688,BHARAT GEARS,B ,Q,176.00,180.05,170.00,174.15,174.15,177.25,224,11641,2040702.00,
505700,ELECON ENG  ,B ,Q,78.40,79.70,77.70,78.00,78.00,78.95,248,34387,2699794.00,
505710,GRAUER& WEIL,B ,Q,60.85,61.35,59.50,59.80,59.80,60.75,500,90809,5451121.00,
505712,GUJ.AUTO GE ,X ,Q,273.05,276.70,270.35,271.40,270.35,275.50,36,1979,539051.00,
505714,GABRIEL(I)  ,B ,Q,136.00,140.00,136.00,138.65,138.65,137.65,363,20013,2765423.00,
505720,HERC.HOISTS ,B ,Q,114.90,119.55,114.90,117.20,117.00,116.25,82,9678,1138474.00,
505726,IFB IND.LTD.,B ,Q,1278.15,1321.00,1273.00,1302.05,1320.85,1294.00,67,976,1259662.00,
505729,SINGER INDIA,X ,Q,49.00,50.80,48.65,49.50,49.50,49.85,328,92951,4615543.00,
505737,INTER.COMBUS,X ,Q,419.90,422.50,410.00,412.25,412.25,414.30,28,700,289779.00,
505744,FED MOG GOE ,B ,Q,444.40,454.90,438.65,443.55,440.05,443.00,41,765,342304.00,
505750,JOSTS ENG.  ,X ,Q,1139.00,1230.00,1130.00,1179.10,1185.00,1126.45,40,177,212053.00,
505790,SCHAEFFLER  ,B ,Q,5307.55,5324.95,5200.00,5227.45,5298.00,5312.55,50,184,967722.00,
505800,RANE HOLDIN ,B ,Q,2625.00,2660.00,2421.00,2510.40,2572.00,2641.00,208,10988,29012125.00,
505827,SNL BEARINGS,X ,Q,407.75,407.90,380.00,386.95,402.00,409.00,35,674,265639.00,
505840,JAIPAN INDUS,XT,Q,38.40,39.00,38.00,38.00,38.00,37.75,7,2000,77426.00,
505850,MANCREDIT   ,SS,Q,3.65,3.75,3.45,3.52,3.52,3.57,87,132743,473297.00,
505854,TRF LTD.    ,B ,Q,200.95,200.95,197.50,198.85,198.25,200.00,46,1480,294915.00,
505872,WPIL LTD.   ,X ,Q,537.90,537.90,528.20,529.00,529.00,531.05,58,2434,1290647.00,
505890,KENNAMETAL  ,B ,Q,749.80,769.00,730.05,731.85,731.00,747.10,65,662,488864.00,
505978,TRITON VALVE,X ,Q,1753.00,1825.00,1751.00,1794.55,1800.00,1803.50,56,514,921490.00,
506016,JRIIIL      ,Z ,Q,1.05,1.05,1.05,1.05,1.05,1.05,1,12,12.00,
506022,PRAKASH IND.,B ,Q,172.80,177.90,164.00,174.50,174.50,173.95,2231,257074,44768067.00,
506074,ARSHIYA     ,B ,Q,75.50,82.00,75.50,78.30,78.30,78.70,315,37421,2958978.00,
506076,GRIND NORTON,B ,Q,490.00,495.00,490.00,495.00,495.00,494.50,12,85,41974.00,
506079,LAKSHMI PREC,B ,Q,44.25,44.25,42.25,42.25,42.25,41.75,2,1000,43250.00,
506105,STANROSE MAF,X ,Q,145.00,149.80,145.00,149.35,145.00,143.00,5,205,30165.00,
506109,GENESYS INT.,B ,Q,268.00,279.90,261.35,264.15,264.15,270.00,305,13505,3635324.00,
506122,PANKAJPIYUS ,X ,Q,64.00,64.00,62.50,63.45,63.45,58.95,26,1850,117807.00,
506128,PARNAXLAB   ,X ,Q,46.85,49.60,45.15,45.75,45.75,46.85,48,8563,398736.00,
506146,VISAGAR POL ,B ,Q,1.00,1.04,0.99,1.00,1.00,1.02,51,116956,118188.00,
506184,KANANI IND  ,B ,Q,8.85,8.95,8.65,8.90,8.95,8.55,5,299,2587.00,
506186,GALAXY ENTER,XT,Q,19.00,19.00,19.00,19.00,19.00,19.50,11,399,7581.00,
506194,ARIH SUPER  ,B ,Q,116.65,123.00,116.65,120.75,118.50,120.25,247,53092,6390555.00,
506197,BLISSGVS PH ,B ,Q,193.70,198.15,193.00,197.30,198.05,196.05,535,81282,15912636.00,
506222,INEOSSTYRO  ,B ,Q,859.20,863.50,853.00,853.15,853.50,856.65,19,130,111452.00,
506235,ALEMBIC LTD.,B ,Q,61.50,62.00,61.50,61.60,61.60,61.85,319,65273,4033936.00,
506248,AMINES&PLAST,X ,Q,64.40,64.40,61.05,61.25,61.30,64.50,222,26353,1632332.00,
506260,ANUH PHARMA ,X ,Q,162.95,162.95,160.15,160.85,161.95,162.05,60,4981,802959.00,
506261,MODISON MET.,X ,Q,58.80,62.05,58.50,59.60,59.60,59.30,106,50951,3099975.00,
506285,BAYER CROP  ,A ,Q,4097.45,4165.00,4070.00,4115.85,4070.00,4104.15,127,10456,42883720.00,
506390,CLARI CHEM  ,B ,Q,545.00,550.25,542.25,544.25,544.25,542.50,147,3230,1762059.00,
506395,COROM INTER ,A ,Q,514.80,524.30,513.60,518.65,522.00,508.55,310,3951,2049498.00,
506401,DEEPAK NITR.,B ,Q,249.75,254.00,243.95,249.20,249.20,252.30,439,15194,3783652.00,
506405,DHARAMSI CHM,X ,Q,100.00,104.90,100.00,102.95,103.00,99.30,205,31039,3194184.00,
506414,DIL LTD     ,X ,Q,2649.30,2649.30,2649.30,2649.30,2649.30,2788.70,8,74,196048.00,
506480,GOCLCORP    ,B ,Q,516.15,525.50,509.00,517.75,517.75,515.15,15,32,16676.00,
506520,JAYSHRI CHEM,X ,Q,12.40,13.79,12.08,12.39,12.10,12.55,119,36919,461355.00,
506522,JL MORISON  ,X ,Q,1360.00,1400.00,1360.00,1363.65,1364.00,1429.95,7,45,61528.00,
506525,KANORIA CHEM,B ,Q,69.70,71.95,69.70,70.35,70.35,70.25,119,12695,896146.00,
506528,KELTECH EN. ,X ,Q,1281.00,1329.20,1281.00,1321.10,1321.00,1324.90,25,126,166197.00,
506532,NITTA GELA  ,X ,Q,195.00,204.00,195.00,203.05,203.50,203.05,72,5321,1064702.00,
506579,ORIENT.CARB.,B ,Q,1021.30,1044.00,1021.30,1038.05,1038.05,1032.45,72,803,833640.00,
506590,PHIL.CARBON ,B ,Q,1044.00,1058.50,1007.00,1023.45,1023.45,1050.75,1950,45601,47234069.00,
506597,AMAL PRODUCT,X ,Q,133.15,135.00,130.65,131.50,131.00,134.45,79,6881,913211.00,
506605,POLYCHEM    ,X ,Q,380.05,417.95,380.05,387.00,387.00,385.05,11,111,43489.00,
506618,PUN.CHEM    ,B ,Q,420.00,424.95,415.00,415.00,415.00,420.10,11,243,102075.00,
506642,SADHANA NITR,XT,Q,218.75,218.75,218.75,218.75,218.75,218.75,10,756,165375.00,
506655,SUDARSH.CHEM,B ,Q,408.15,418.50,408.15,412.25,415.80,413.55,233,4744,1969174.00,
506685,ULTRAMARINE ,X ,Q,304.00,310.00,295.00,299.00,299.00,297.50,214,18212,5524122.00,
506687,TRANSPEK    ,X ,Q,1250.00,1272.90,1242.50,1250.80,1266.50,1271.55,38,2289,2876318.00,
506690,UNICHEM LAB ,B ,Q,340.80,342.20,335.00,338.10,339.30,343.30,179,5785,1958566.00,
506720,ZANDUREALTY ,B ,Q,1790.00,1810.00,1760.00,1788.10,1790.00,1769.25,49,168,300325.00,
506734,MYS PETRO   ,X ,Q,125.00,128.00,122.00,126.65,126.65,125.60,20,517,64734.00,
506767,ALKYL AMINES,B ,Q,596.50,596.50,596.50,596.50,596.50,610.00,2,45,26842.00,
506808,TUTICORIN.  ,XT,Q,8.67,8.67,8.24,8.26,8.26,8.67,16,12401,103064.00,
506820,ASTRAZEN.PH.,B ,Q,953.90,953.90,936.00,941.35,940.00,949.95,75,622,586513.00,
506852,PUN.ALKALI  ,XT,Q,38.00,38.00,34.60,35.80,36.00,36.40,175,35741,1266754.00,
506854,TANFAC IND. ,X ,Q,121.05,126.05,118.10,123.20,123.15,120.55,86,13626,1699053.00,
506858,GUJ.PETRO   ,XT,Q,22.35,22.35,22.35,22.35,22.35,23.05,1,100,2235.00,
506863,SWADESHI IND,X ,Q,1.30,1.35,1.30,1.35,1.34,1.35,328,2027407,2709535.00,
506879,GUJ.THEMIS. ,X ,Q,46.00,46.00,43.00,44.45,44.15,44.55,38,3671,163852.00,
506910,JAYSN DYEST ,X ,Q,65.60,68.95,65.30,68.45,68.50,68.35,20,644,42474.00,
506919,MAKERS LAB. ,X ,Q,71.00,74.80,70.80,73.50,74.80,70.35,29,2987,218539.00,
506943,J.B.CHEMICAL,B ,Q,289.95,290.00,285.10,285.75,285.75,289.45,79,2219,639703.00,
506981,BL.CHIP TEX ,X ,Q,210.05,225.00,210.05,215.15,216.00,215.50,34,1031,227177.00,
507155,JAGATJIT IND,XT,Q,99.65,99.65,95.50,95.50,95.50,95.15,9,405,39357.00,
507180,KESAR ENT.  ,B ,Q,46.10,48.85,46.10,47.50,48.85,48.10,25,1319,62148.00,
507205,TILAKNAG IND,B ,Q,17.50,18.25,17.50,18.20,18.25,17.40,198,92044,1672031.00,
507265,EMERALL     ,XT,Q,90.30,90.30,90.30,90.30,90.30,86.00,3,3,270.00,
507315,SAKTHI SUGAR,B ,Q,17.50,18.70,17.35,17.85,17.85,17.50,101,14885,267446.00,
507410,WALCHANDNGR ,B ,Q,175.00,179.00,171.05,172.40,172.40,178.20,1452,94021,16526573.00,
507435,KHOD.INDIA  ,XT,Q,73.00,75.90,70.35,75.75,75.75,73.60,4,3115,235750.00,
507438,IFB AGRO    ,B ,Q,564.00,589.00,564.00,584.95,584.95,580.00,12,101,57336.00,
507442,DHARANI SUG ,B ,Q,17.00,18.00,16.60,17.70,17.70,17.40,59,34980,601735.00,
507450,THIRU A.SUG.,B ,Q,33.00,35.50,32.05,33.75,34.40,32.00,47,5148,173745.00,
507474,KOTHARI FERM,X ,Q,51.00,52.00,51.00,52.00,52.00,50.55,2,250,12800.00,
507488,G.M.BREWERI ,B ,Q,1019.90,1021.50,995.00,999.30,999.30,1012.90,471,8409,8476488.00,
507490,RANA SUGARS ,B ,Q,4.93,5.09,4.86,4.92,4.90,4.99,112,75556,377408.00,
507498,PICCADILY SU,X ,Q,6.30,6.40,6.30,6.32,6.30,6.31,8,2398,15129.00,
507508,RIGA SUGAR  ,XT,Q,9.50,9.97,9.03,9.93,9.93,9.50,15,8024,78194.00,
507514,SOM DISTILL.,B ,Q,236.90,240.75,233.85,238.15,237.45,240.35,154,6955,1662477.00,
507525,AMRIT CORP  ,X ,Q,1260.00,1260.00,1260.00,1260.00,1260.00,1209.00,1,5,6300.00,
507526,ASSO.ALCOHOL,X ,Q,256.00,256.00,246.00,247.50,248.00,255.95,195,14662,3659110.00,
507552,FOODS & INNS,X ,Q,1625.00,1645.00,1600.00,1611.00,1611.00,1625.00,20,221,358927.00,
507580,IVP LIMITED ,B ,Q,196.00,197.65,195.00,196.40,197.65,199.70,30,3311,646412.00,
507598,KLRF LTD    ,X ,Q,66.80,66.80,63.10,64.40,65.50,65.70,21,597,38905.00,
